,student_id,name,class,gpa,is_greek,is_on_campus,distance_to_campus,is_female,is_sprinklered,claim_id,risk_tier,holdout,Business,Humanities,Other,Science,amount
7317,1826,"el-Nasrallah, Naazil",4,2.885818688,0,1,1.421254128,1.0,0,0,3,0,0,1,0,0,0.0
7321,1827,"Mickelson, Ian",2,2.500256633,0,0,0.0,0.0,1,0,1,1,0,0,1,0,0.0
7325,1828,"Dyer, Jenae",4,2.97915051,0,0,0.0,1.0,0,0,3,1,1,0,0,0,0.0
7329,1829,"Valenzuela, Ariel",1,3.566467947,0,1,0.743030633,,1,0,1,0,0,0,1,0,0.0
7333,1830,"Reed, Brooks",1,2.258196796,0,1,1.775929149,0.0,1,0,1,0,0,0,1,0,0.0
7337,1831,"Nguyen, Isaac",2,1.622585061,0,1,0.093077796,1.0,0,0,1,0,0,1,0,0,0.0
7341,1832,"Yu, Daniel",3,2.65662381,1,0,0.0,0.0,1,0,2,0,0,0,0,1,0.0
7345,1833,"Ballard, Byron",4,1.561766871,0,1,3.519786943,1.0,1,0,3,0,1,0,0,0,0.0
7349,1834,"Whiteskunk, Julia",3,2.803600651,0,0,0.0,0.0,1,0,2,0,1,0,0,0,0.0
7353,1835,"Srebniak, Taner",3,1.736511006,0,1,0.602401613,1.0,1,0,2,0,0,0,1,0,0.0
7357,1836,"Willox, Evelyn",2,3.086482856,0,0,0.0,1.0,1,0,1,0,1,0,0,0,0.0
7361,1837,"Freyta, Dalton",4,3.171210109,0,1,3.104565997,0.0,0,0,3,0,0,0,0,1,0.0
7362,1838,"Nguyen, Kerani",1,2.011699104,0,0,0.0,0.0,1,344,1,1,1,0,0,0,451.0427325
7369,1839,"Leonardo, Savannah",4,0.952189274,0,1,0.893394468,1.0,1,0,3,0,1,0,0,0,0.0
7373,1840,"Heath, Garrett",2,2.286866789,0,1,4.349125352,0.0,1,0,1,0,0,1,0,0,0.0
7377,1841,"Sater, Keiara",2,3.231807566,0,0,0.0,1.0,1,0,1,0,0,1,0,0,0.0
7381,1842,"Nepomuceno, Wendy",2,1.659253992,1,0,0.0,0.0,1,0,1,0,0,0,0,1,0.0
7385,1843,"Rambo, Joshua",1,2.235914851,0,1,1.258146321,1.0,0,0,1,0,0,0,0,1,0.0
7389,1844,"Uveges, Katie",2,1.965498636,0,0,0.0,0.0,0,0,1,1,0,0,1,0,0.0
7393,1845,"Carter, Reylando",1,3.196246465,0,1,6.539535401,0.0,1,0,1,0,0,0,1,0,0.0
7397,1846,"Nickerson, Dominique",3,3.657041242,0,1,1.558350196,1.0,1,0,2,0,0,0,0,1,0.0
7401,1847,"Yu, Kenna",2,0.622450184,1,1,4.791251104,0.0,1,0,1,1,0,0,1,0,0.0
7405,1848,"Pokorny, Daniel",5,2.652366999,0,0,0.0,1.0,1,0,3,0,0,1,0,0,0.0
7409,1849,"Urano, Audrey",3,3.678414398,0,1,3.383503292,0.0,1,0,2,0,0,1,0,0,0.0
7413,1850,"Cournoyer, Willow",5,3.050971695,1,1,5.097154494,0.0,1,0,3,0,0,0,0,1,0.0
7417,1851,"el-Ayoub, Nawf",5,2.335875995,0,1,8.979806639,0.0,0,0,3,1,1,0,0,0,0.0
7421,1852,"Ho, Austin",2,3.144981128,0,0,0.0,,1,0,1,0,0,0,0,1,0.0
7425,1853,"al-Semaan, Tawheeda",3,2.206763211,1,0,0.0,1.0,1,0,2,0,1,0,0,0,0.0
7429,1854,"el-Ghazal, Tulaiha",3,3.480387902,0,0,0.0,0.0,0,0,2,0,0,0,1,0,0.0
7433,1855,"el-Ayoob, Mushtaaqa",1,2.146216036,0,1,0.777349658,0.0,0,0,1,0,0,1,0,0,0.0
7437,1856,"Medina, Isidoro",5,3.471639287,0,0,0.0,1.0,1,0,3,0,1,0,0,0,0.0
7441,1857,"Auyeung, Tove",1,1.943319087,0,0,0.0,0.0,1,0,1,1,0,0,1,0,0.0
7445,1858,"Dawson, Patrice",3,1.736932098,0,0,0.0,,1,0,2,0,0,0,0,1,0.0
7446,1859,"Sesay, Sylkin",3,2.912908346,0,1,0.137760635,1.0,1,348,2,1,0,0,1,0,416.574316
7453,1860,"Balderrama, Renee",5,1.988348808,0,1,0.269328343,0.0,1,0,3,0,0,0,0,1,0.0
7457,1861,"Jensen, Matthew",3,2.416165764,0,1,10.4071889,0.0,1,0,2,1,0,0,0,1,0.0
7461,1862,"Vega, Tyler",2,1.147326067,0,1,4.753032067,0.0,1,0,1,0,0,0,0,1,0.0
7465,1863,"Lao, Tina",4,3.065073263,0,0,0.0,,1,0,3,0,0,1,0,0,0.0
7469,1864,"al-Pashia, Zuhriyaa",1,3.017125971,0,0,0.0,0.0,0,0,1,0,1,0,0,0,0.0
7473,1865,"Esquivel-Montalvan, Brittany",3,2.43225093,1,0,0.0,,1,0,2,0,0,1,0,0,0.0
7477,1866,"Walton, Tony",4,2.255104508,0,0,0.0,0.0,1,0,3,0,0,1,0,0,0.0
7481,1867,"Rodriguez-Mercado, Johnny",1,2.144421803,0,0,0.0,0.0,1,0,1,0,1,0,0,0,0.0
7485,1868,"Bernabe, Kenya",3,3.099886473,0,1,2.91010692,1.0,0,0,2,0,0,1,0,0,0.0
7489,1869,"Martin, Morgan",4,2.35239517,0,0,0.0,0.0,0,0,3,0,0,0,0,1,0.0
7493,1870,"Rhea, Austin",2,1.447593545,0,0,0.0,1.0,1,0,1,0,0,0,0,1,0.0
7497,1871,"Delancey, Neva",4,2.211293177,0,0,0.0,0.0,0,0,3,0,0,0,1,0,0.0
7501,1872,"Lara, Daisy",3,2.799095237,0,1,9.194937549,1.0,0,0,2,0,1,0,0,0,0.0
7505,1873,"el-Rasul, Saabiqa",4,2.14285415,1,1,11.10673597,1.0,0,0,3,0,0,1,0,0,0.0
7509,1874,"Apodaca, Abril",3,2.487380753,0,1,5.86494632,0.0,1,0,2,0,0,1,0,0,0.0
7513,1875,"Farley, Ryan",4,3.400720454,0,0,0.0,1.0,1,0,3,1,0,1,0,0,0.0
7517,1876,"White, Taylor",2,3.064029476,0,1,11.30482833,0.0,0,0,1,0,1,0,0,0,0.0
7521,1877,"Maliske, Brandon",4,3.19602798,0,0,0.0,1.0,1,0,3,0,0,0,1,0,0.0
7525,1878,"Rodriguez, Briana",4,2.626903144,0,0,0.0,0.0,0,0,3,0,0,0,0,1,0.0
7529,1879,"Scott, Samantha",4,1.229136319,0,1,1.572011642,0.0,0,0,3,0,1,0,0,0,0.0
7533,1880,"Jennings, Ryan",5,2.520016837,0,0,0.0,0.0,0,0,3,0,0,0,0,1,0.0
7537,1881,"Biggers, Tyran",2,1.530046411,0,0,0.0,1.0,0,0,1,0,1,0,0,0,0.0
7541,1882,"Verduzco, Dario",3,2.275290494,0,0,0.0,1.0,1,0,2,0,1,0,0,0,0.0
7545,1883,"al-Rasul, Naseeba",1,2.68569286,0,0,0.0,0.0,0,0,1,0,0,0,0,1,0.0
7549,1884,"Wilson, Brandis",3,2.696784509,1,0,0.0,1.0,0,0,2,0,0,0,1,0,0.0
7553,1885,"Hanson, Emily",1,3.106831626,0,0,0.0,0.0,1,0,1,0,0,0,0,1,0.0
7557,1886,"Offord, Courtney",2,1.345354743,0,0,0.0,0.0,1,0,1,0,1,0,0,0,0.0
7561,1887,"Cope, Rachel",2,1.342109619,0,1,1.115056466,0.0,0,0,1,1,1,0,0,0,0.0
7565,1888,"Dahm, Elsa",3,1.045312818,1,0,0.0,0.0,1,0,2,1,0,1,0,0,0.0
7569,1889,"Hulsey, Briza",1,0.266167502,0,0,0.0,1.0,0,0,1,0,0,1,0,0,0.0
7573,1890,"Lor, Daniel",4,3.45378482,0,0,0.0,1.0,1,0,3,1,1,0,0,0,0.0
7577,1891,"Johnson, Cedric",1,2.744281082,0,1,4.039105195,,1,0,1,1,1,0,0,0,0.0
7578,1892,"al-Habibi, Shahaada",1,2.570172946,0,0,0.0,1.0,1,350,1,0,0,1,0,0,535.6894644
7585,1893,"Marks, Heather",4,1.008042832,0,1,1.00738173,,1,0,3,1,0,0,0,1,0.0
7589,1894,"Rivera, Elsa",4,3.838864231,0,0,0.0,0.0,1,0,3,0,0,0,1,0,0.0
7593,1895,"Umu, Sean",4,2.270196001,1,0,0.0,1.0,0,0,3,0,1,0,0,0,0.0
7594,1896,"Szeton, Lily",3,3.533950786,0,1,1.8388933,0.0,0,352,2,1,1,0,0,0,258.3218122
7601,1897,"el-Din, Saamiqa",3,2.940833417,0,1,0.301985691,0.0,1,0,2,0,1,0,0,0,0.0
7605,1898,"al-Othman, Sumayya",1,3.434605959,1,0,0.0,1.0,1,0,1,0,0,0,0,1,0.0
7609,1899,"Jacket, Coleman",5,1.880492703,0,0,0.0,1.0,1,0,3,0,0,0,1,0,0.0
7613,1900,"Rummings, Kyle",1,2.620767191,0,1,4.303366043,1.0,1,0,1,0,1,0,0,0,0.0
7617,1901,"el-Mahfouz, Naadiya",2,3.261015146,0,0,0.0,1.0,1,0,1,0,0,0,0,1,0.0
7621,1902,"Johnson, Kendra",3,3.40310835,0,0,0.0,1.0,1,0,2,1,1,0,0,0,0.0
7625,1903,"Franklin, Joshua",5,3.124191859,0,0,0.0,0.0,1,0,3,0,0,0,0,1,0.0
7629,1904,"Zhang, Maiya",2,2.819015754,0,1,0.598990732,1.0,0,0,1,1,0,1,0,0,0.0
7633,1905,"Lucero, Mallory",2,2.626244238,0,0,0.0,0.0,1,0,1,0,1,0,0,0,0.0
7637,1906,"Tomas, John",2,3.069018174,0,1,0.378569612,1.0,1,0,1,0,1,0,0,0,0.0
7641,1907,"Paul, Dominic",4,1.60391515,0,1,13.47478524,0.0,1,0,3,0,0,1,0,0,0.0
7645,1908,"Lopez, Charles",5,0.810526018,0,0,0.0,0.0,0,0,3,0,0,1,0,0,0.0
7649,1909,"Mccathen, Dante",5,2.320268782,0,0,0.0,0.0,0,0,3,0,1,0,0,0,0.0
7653,1910,"al-Turay, Afnaan",4,3.264510123,0,0,0.0,1.0,0,0,3,1,0,1,0,0,0.0
7657,1911,"Ruppert, Meske",2,2.736233941,0,0,0.0,0.0,1,0,1,0,1,0,0,0,0.0
7661,1912,"Page, Xuan",1,2.400413079,1,0,0.0,0.0,1,0,1,1,0,0,0,1,0.0
7665,1913,"Wells, Wallace",2,1.156211977,0,1,4.560445896,1.0,1,0,1,0,0,1,0,0,0.0
7669,1914,"Manheimer, Deja",3,3.304029313,0,1,8.426740707,0.0,1,0,2,0,0,0,0,1,0.0
7673,1915,"Goodson, Rachel",1,1.934436206,1,1,1.322429419,1.0,1,0,1,0,0,1,0,0,0.0
7677,1916,"Jiron, Alfred",3,2.929425481,1,1,0.306316176,1.0,0,0,2,0,1,0,0,0,0.0
7681,1917,"Davis, Katrell",1,1.199837003,0,1,4.177408665,1.0,0,0,1,0,1,0,0,0,0.0
7685,1918,"Bowling, Timothy",4,1.939035513,0,0,0.0,1.0,0,0,3,0,0,1,0,0,0.0
7689,1919,"Sherpa, Richard",2,3.749627536,0,0,0.0,0.0,1,0,1,0,0,0,0,1,0.0
7693,1920,"Sanders, Kyle",4,1.844661928,0,0,0.0,1.0,1,0,3,0,0,0,1,0,0.0
7697,1921,"Connally, Davion",1,3.556644814,0,0,0.0,0.0,1,0,1,0,1,0,0,0,0.0
7701,1922,"Nevares, Ronnie",3,3.517988576,0,0,0.0,0.0,1,0,2,0,0,1,0,0,0.0
7705,1923,"Senethong, Jane",4,2.627232065,0,1,5.893698824,1.0,1,0,3,1,0,0,1,0,0.0
7709,1924,"Jones Anderson, Khylin",3,2.809181156,0,1,0.548583115,,1,0,2,0,0,1,0,0,0.0
7713,1925,"Emens, Ross",1,3.912273597,0,1,0.062323544,0.0,1,0,1,0,0,0,1,0,0.0
7717,1926,"Lancaster-Cavallo, Conor",2,2.100506491,0,1,2.684106564,0.0,0,0,1,0,0,0,1,0,0.0
7721,1927,"Taing, Daniel",4,3.479822538,0,0,0.0,1.0,0,0,3,0,0,1,0,0,0.0
7725,1928,"Rail, Jordyn",4,3.588238637,0,0,0.0,1.0,1,0,3,0,0,1,0,0,0.0
7729,1929,"Tolmich, Ricardo",5,2.621011907,0,1,1.561411079,0.0,0,0,3,1,1,0,0,0,0.0
7733,1930,"Roebke, Akayla",1,2.758253213,0,1,11.92597175,0.0,1,0,1,0,0,0,0,1,0.0
7737,1931,"Loya, Dante",4,2.662405173,1,0,0.0,0.0,0,0,3,0,0,0,0,1,0.0
7741,1932,"Terrazas, Alexander",4,2.591135792,1,0,0.0,1.0,0,0,3,0,0,0,0,1,0.0
7745,1933,"Thomas, Shellecia",2,2.498485139,1,1,10.69139821,1.0,0,0,1,0,0,1,0,0,0.0
7749,1934,"el-Ebrahimi, Masroora",2,2.987324019,0,0,0.0,1.0,1,0,1,0,0,0,1,0,0.0
7753,1935,"Boedeker, Tamara",2,2.883791147,1,0,0.0,1.0,0,0,1,0,0,0,1,0,0.0
7757,1936,"el-Diab, Abdul Kader",3,3.644571715,0,1,3.85543035,0.0,1,0,2,0,0,0,1,0,0.0
7761,1937,"Polk, Diozanae",1,2.425804671,0,0,0.0,1.0,0,0,1,0,1,0,0,0,0.0
7765,1938,"Rios, Timothy",5,2.775732868,0,0,0.0,1.0,0,0,3,0,1,0,0,0,0.0
7769,1939,"Renner, Jade",3,2.271771125,0,1,0.948316593,1.0,1,0,2,0,0,0,1,0,0.0
7773,1940,"Mccool, Joseph",1,2.496137999,1,1,1.346475357,0.0,1,0,1,0,0,0,1,0,0.0
7777,1941,"Chan, Nicole",4,3.293970707,0,0,0.0,0.0,1,0,3,0,0,0,1,0,0.0
7781,1942,"Perez Vazquez, Jonathan",4,1.730390746,0,1,4.701269608,0.0,0,0,3,0,0,0,0,1,0.0
7785,1943,"Reyes, Astwin",3,2.372675629,0,0,0.0,,1,0,2,0,1,0,0,0,0.0
7789,1944,"Bustam, Estephen",3,2.383421724,0,0,0.0,1.0,0,0,2,0,0,0,0,1,0.0
7793,1945,"Pliego, Matthew",4,1.985997452,0,1,2.077611327,1.0,1,0,3,0,0,0,1,0,0.0
7797,1946,"Kaibetoney, Scheridan",3,3.497476452,0,0,0.0,1.0,1,0,2,0,0,0,0,1,0.0
7801,1947,"Leathers, Mark",3,3.184476046,0,0,0.0,,1,0,2,0,1,0,0,0,0.0
7805,1948,"Dye, Ariana",1,2.52733192,0,0,0.0,0.0,1,0,1,0,0,0,1,0,0.0
7809,1949,"Coria, Danny",3,3.00488775,0,1,3.39395621,1.0,1,0,2,0,0,1,0,0,0.0
7813,1950,"Bui, Aysha",1,1.55173701,0,0,0.0,0.0,0,0,1,0,1,0,0,0,0.0
7817,1951,"Robbins, Claire",2,1.666686028,0,0,0.0,,1,0,1,0,0,0,0,1,0.0
7821,1952,"Dodge, Jared",1,1.530309561,0,1,11.40950051,1.0,0,0,1,1,0,0,1,0,0.0
7825,1953,"Threatt, Faith",1,3.363671758,0,0,0.0,0.0,1,0,1,1,0,1,0,0,0.0
7829,1954,"Garcia, Mary",3,2.786796607,0,0,0.0,1.0,1,0,2,1,1,0,0,0,0.0
7831,1955,"Mosley, Elijah",1,3.044224346,0,0,0.0,0.0,1,362,1,0,0,1,0,0,330.7965708
7837,1956,"Yancey, Jordan",1,2.093718483,0,0,0.0,1.0,0,0,1,0,0,0,0,1,0.0
7841,1957,"Walker, Aishwarya",2,3.461309993,0,0,0.0,0.0,1,0,1,0,0,0,1,0,0.0
7842,1958,"Dunbar, Madison",3,3.439192024,1,0,0.0,,1,363,2,1,0,1,0,0,720.5478244
7849,1959,"Luckett, Craig",4,3.373117316,0,0,0.0,0.0,0,0,3,0,0,0,0,1,0.0
7853,1960,"Kaneko, Sarah",2,2.812426384,0,0,0.0,0.0,1,0,1,0,0,1,0,0,0.0
7857,1961,"Watchman, Jeovanni",2,3.21422113,0,0,0.0,,1,0,1,0,0,0,1,0,0.0
7861,1962,"Armbruster, Derek",4,2.27210603,0,0,0.0,0.0,1,0,3,0,0,0,1,0,0.0
7865,1963,"el-Greiss, Aqeela",2,2.893561416,1,1,0.739875514,0.0,0,0,1,0,0,0,0,1,0.0
7869,1964,"el-Saber, Shukriyya",4,1.916702145,0,1,2.75947392,0.0,1,0,3,0,0,0,1,0,0.0
7873,1965,"Santos, Aaron",1,2.525512706,0,1,3.225253939,0.0,1,0,1,0,1,0,0,0,0.0
7877,1966,"el-Salama, Ghaaziya",2,2.09304543,0,1,2.786167703,,1,0,1,0,0,1,0,0,0.0
7881,1967,"Sanchez, Yesenia",4,3.201920931,0,0,0.0,1.0,1,0,3,0,0,1,0,0,0.0
7885,1968,"el-Noorani, Qisma",2,0.94917168,0,0,0.0,1.0,1,0,1,1,0,0,1,0,0.0
7889,1969,"Carrillo, Asaf",1,2.597472405,0,0,0.0,0.0,1,0,1,0,0,0,0,1,0.0
7893,1970,"Chea, Pinkan",5,2.771730894,0,0,0.0,,0,0,3,0,0,1,0,0,0.0
7897,1971,"Huynh, Rachael",3,2.426290383,0,0,0.0,1.0,1,0,2,0,1,0,0,0,0.0
7901,1972,"al-Salama, Jafar",5,3.174247358,0,0,0.0,0.0,1,0,3,0,1,0,0,0,0.0
7905,1973,"Sanders Jr, Cheyenne",1,2.349648783,0,0,0.0,1.0,1,0,1,0,0,0,1,0,0.0
7909,1974,"Olguin, Brittany",3,2.945076066,1,0,0.0,,1,0,2,0,0,0,0,1,0.0
7910,1975,"Chea, Asianna",1,2.854070151,0,1,5.892528519,0.0,0,364,1,0,0,0,1,0,896.8916265
7917,1976,"Yasumura, Andi",3,1.857081703,0,0,0.0,0.0,1,0,2,0,0,1,0,0,0.0
7921,1977,"al-Siddiqi, Kaatima",1,2.949112297,0,0,0.0,,1,0,1,1,1,0,0,0,0.0
7925,1978,"Brittain, Travis",4,2.828258678,0,0,0.0,,1,0,3,0,0,1,0,0,0.0
7929,1979,"el-Wahba, Mahaa",2,1.33494712,0,1,1.582575565,0.0,1,0,1,0,0,0,1,0,0.0
7933,1980,"al-Yusuf, Qisma",5,0.504880058,0,0,0.0,,1,0,3,0,0,1,0,0,0.0
7937,1981,"Garvin, Denae",2,2.888283745,0,0,0.0,0.0,0,0,1,0,0,0,0,1,0.0
7941,1982,"Ramirez, Destiny",1,2.559012042,0,1,3.869240426,1.0,1,0,1,0,0,1,0,0,0.0
7945,1983,"Smith, Cameron",1,3.21066693,0,0,0.0,0.0,1,0,1,0,0,0,1,0,0.0
7949,1984,"Taylor, Ashley",2,1.468629135,0,0,0.0,1.0,1,0,1,0,0,0,0,1,0.0
7953,1985,"el-Kaber, Naadir",3,3.035672782,0,0,0.0,1.0,1,0,2,0,0,0,0,1,0.0
7957,1986,"Mohlenkamp, Shaun",4,2.171533598,0,1,29.91104309,0.0,1,0,3,0,0,0,0,1,0.0
7961,1987,"el-Younan, Shaahir",4,2.397933378,0,0,0.0,0.0,1,0,3,0,0,0,1,0,0.0
7962,1988,"Tate, Colter",2,2.259747885,0,1,0.509247355,1.0,1,366,1,0,0,0,1,0,955.4689509
7966,1989,"el-Amer, Rifat",1,3.037571088,1,0,0.0,1.0,1,367,1,1,1,0,0,0,1741.188561
7970,1990,"el-Hatem, Badruddeen",4,3.586461706,0,1,0.694718019,,1,368,3,0,0,0,1,0,1174.356611
7977,1991,"al-Allee, Rushdi",2,2.145998848,0,1,15.22188058,1.0,1,0,1,1,0,1,0,0,0.0
7981,1992,"Barrett, Casey",1,2.144389406,0,0,0.0,1.0,1,0,1,0,0,1,0,0,0.0
7985,1993,"Sanchez-Pascual, Jessica",2,2.400286992,0,0,0.0,0.0,1,0,1,1,1,0,0,0,0.0
7989,1994,"Valles, Jesse",2,3.395794841,0,0,0.0,1.0,1,0,1,0,0,0,1,0,0.0
7990,1995,"Merrill, Hadia",4,3.660314744,0,0,0.0,1.0,1,369,3,0,1,0,0,0,904.6485045
7994,1996,"el-Sadri, Shaddaad",1,1.388583739,0,0,0.0,1.0,1,370,1,0,0,0,1,0,467.823421
7995,1996,"el-Sadri, Shaddaad",1,1.388583739,0,0,0.0,1.0,1,371,1,0,0,0,1,0,186.3595191
8002,1997,"Miles, Zakia",1,2.833809739,0,0,0.0,1.0,1,0,1,0,0,0,0,1,0.0
8006,1998,"Jaeger, Keenan",1,3.433905824,0,1,1.156350567,0.0,1,0,1,0,1,0,0,0,0.0
8010,1999,"Teague, David",2,2.715855913,0,0,0.0,1.0,1,0,1,0,0,0,1,0,0.0
8014,2000,"Hamlin, Matthew",3,3.204908895,0,0,0.0,1.0,1,0,2,0,1,0,0,0,0.0
8018,2001,"Vo, Monghuyen",2,2.99056389,0,0,0.0,0.0,1,0,1,0,1,0,0,0,0.0
8022,2002,"Rodriquez, Jose",2,2.838785356,0,0,0.0,0.0,1,0,1,0,0,1,0,0,0.0
8026,2003,"Nunez, Diego",1,2.320417708,1,0,0.0,1.0,1,0,1,0,0,0,0,1,0.0
8030,2004,"Walden, Lindsey",4,0.851678863,1,0,0.0,1.0,1,0,3,0,0,1,0,0,0.0
8034,2005,"Fitzgibbons, Rachael",2,3.287232945,1,0,0.0,0.0,1,0,1,0,1,0,0,0,0.0
8038,2006,"al-Khalifa, Musaaid",1,3.186266383,0,1,2.232003588,0.0,0,0,1,0,1,0,0,0,0.0
8042,2007,"Jones, Jonathan",2,0.584576387,0,0,0.0,0.0,1,0,1,0,0,0,0,1,0.0
8046,2008,"Schoenfeld, Kelton",3,1.51139497,0,1,0.677004168,1.0,0,0,2,1,0,1,0,0,0.0
8050,2009,"al-Badour, Naadiya",4,2.851946068,0,0,0.0,1.0,0,0,3,1,0,0,0,1,0.0
8054,2010,"Mccullough, Savannah",1,2.957583833,0,1,2.534770582,1.0,1,0,1,1,0,0,0,1,0.0
8058,2011,"al-Ismail, Fareed",1,2.998765841,0,1,0.945507526,1.0,1,0,1,0,0,1,0,0,0.0
8062,2012,"Fritz, Nicole",1,3.187627323,0,1,2.526269659,1.0,0,0,1,0,0,0,1,0,0.0
8066,2013,"Clark Vasquez, Andrew",2,2.395628768,0,0,0.0,1.0,0,0,1,0,1,0,0,0,0.0
8070,2014,"Nunn, Robert",3,2.976245963,0,0,0.0,1.0,1,0,2,0,0,0,0,1,0.0
8074,2015,"Mccarthy, Shannon",4,3.006585965,0,0,0.0,1.0,1,0,3,1,0,0,0,1,0.0
8078,2016,"Rios, Donoban",3,2.917009901,0,0,0.0,1.0,1,0,2,0,0,1,0,0,0.0
8082,2017,"al-Salameh, Hanlala",5,1.31773583,0,0,0.0,1.0,1,0,3,0,0,1,0,0,0.0
8086,2018,"Cassio, Joshua",2,2.192027248,1,0,0.0,1.0,1,0,1,0,1,0,0,0,0.0
8087,2019,"Salazar, Jimmy",3,1.242680142,1,0,0.0,1.0,0,373,2,0,1,0,0,0,1516.437216
8091,2020,"Gonzales, Jason",2,1.841550791,1,0,0.0,1.0,1,374,1,1,1,0,0,0,1306.927678
8095,2021,"al-Minhas, Yaasmeena",2,1.765577941,0,0,0.0,1.0,0,375,1,0,1,0,0,0,1184.151686
8102,2022,"Alarcon, Marco",4,3.000317338,0,0,0.0,0.0,1,0,3,0,0,0,1,0,0.0
8106,2023,"Madera, Nestor",4,2.097210169,0,0,0.0,0.0,1,0,3,0,0,1,0,0,0.0
8110,2024,"Verdos, Kimberly",2,1.965566291,0,0,0.0,0.0,1,0,1,0,0,0,0,1,0.0
8114,2025,"el-Hares, Tammaam",1,0.778534651,1,0,0.0,1.0,1,0,1,1,0,0,1,0,0.0
8118,2026,"Murray, Devyn",4,2.502698678,0,0,0.0,1.0,1,0,3,1,0,1,0,0,0.0
8122,2027,"Nelson, Lindsey",3,2.39264039,0,0,0.0,1.0,1,0,2,1,0,0,0,1,0.0
8123,2028,"Montesenriquez, Joseph",2,1.704775371,1,0,0.0,1.0,1,376,1,1,0,0,1,0,1899.012289
8130,2029,"Parekh, Katherine",3,1.901485234,0,1,0.406072499,,1,0,2,0,1,0,0,0,0.0
8134,2030,"Hatfield, Amy",1,2.921457061,0,0,0.0,1.0,1,0,1,0,0,1,0,0,0.0
8138,2031,"Valle, Octavio",3,1.080808036,0,0,0.0,1.0,1,0,2,1,0,0,1,0,0.0
8142,2032,"Gutierrez, Jacob",5,3.046294471,0,0,0.0,1.0,1,0,3,0,0,0,1,0,0.0
8143,2033,"Mayfield, Kendall",3,1.398772866,0,0,0.0,0.0,1,377,2,0,1,0,0,0,889.7436013
8150,2034,"al-Yusuf, Shaahida",5,1.78866322,0,0,0.0,0.0,0,0,3,0,0,0,0,1,0.0
8154,2035,"al-Tawil, Muslih",2,3.058725992,0,1,0.526955573,0.0,1,0,1,1,0,0,1,0,0.0
8158,2036,"Herde, Cheyenne",3,1.96688106,1,0,0.0,0.0,0,0,2,0,0,0,1,0,0.0
8162,2037,"el-Aydin, Nabeeh",2,3.052401355,1,0,0.0,1.0,1,0,1,1,0,0,1,0,0.0
8166,2038,"el-Syed, Tareefa",1,0.555449796,1,0,0.0,1.0,1,0,1,0,0,0,0,1,0.0
8170,2039,"Lawson, Chelsey",2,3.502914453,0,0,0.0,0.0,1,0,1,0,0,0,1,0,0.0
8174,2040,"Olivares, Ezekiel",3,2.66754464,1,0,0.0,1.0,1,0,2,0,0,0,0,1,0.0
8178,2041,"Jumpe, Rachael",4,2.599286012,0,1,4.005400263,0.0,1,0,3,0,0,1,0,0,0.0
8182,2042,"Lee, Sonny",1,1.017645465,0,0,0.0,1.0,0,0,1,0,0,0,0,1,0.0
8186,2043,"Meeker, Hayden",5,2.709082529,1,1,13.83452958,1.0,1,0,3,0,0,1,0,0,0.0
8190,2044,"Lucero, Leonarda",4,2.554036701,0,0,0.0,1.0,0,0,3,0,0,0,1,0,0.0
8194,2045,"Chutka, Trystan",2,2.897526653,0,0,0.0,1.0,0,0,1,0,0,0,0,1,0.0
8198,2046,"Lucero, Juan",2,2.30141071,0,1,8.195159055,0.0,1,0,1,0,0,0,0,1,0.0
8202,2047,"Fischer, Zakkary",4,3.146567224,0,0,0.0,0.0,0,0,3,0,1,0,0,0,0.0
8206,2048,"Munoz Leyva, Savannah",2,3.263940553,0,0,0.0,0.0,0,0,1,0,0,1,0,0,0.0
8210,2049,"Atwood, Morgan",3,1.64177265,1,0,0.0,1.0,1,0,2,0,0,0,0,1,0.0
8214,2050,"Strong, Jordan",4,0.151378563,0,1,1.428728688,1.0,1,0,3,1,0,0,0,1,0.0
8218,2051,"Freeland, Taylor",3,1.494230922,0,0,0.0,,1,0,2,0,0,0,1,0,0.0
8222,2052,"Little, Tyana",4,1.87907857,0,0,0.0,0.0,1,0,3,0,0,0,1,0,0.0
8226,2053,"Henley, Cedric",3,1.972582366,0,0,0.0,0.0,0,0,2,0,0,1,0,0,0.0
8230,2054,"Novianty, Stephanie",2,0.581380598,0,1,1.76398202,,1,0,1,1,0,0,0,1,0.0
8234,2055,"Vang, Kathy",2,1.622846611,1,0,0.0,0.0,0,0,1,0,0,1,0,0,0.0
8238,2056,"Carlson, Drew",4,1.202395456,0,0,0.0,0.0,1,0,3,1,0,1,0,0,0.0
8242,2057,"Sanchez Jurado, Richard",1,2.110165926,0,0,0.0,0.0,1,0,1,0,0,0,1,0,0.0
8246,2058,"el-Farha, Faaris",1,2.283171265,0,1,0.602366104,0.0,1,0,1,0,1,0,0,0,0.0
8250,2059,"Hoong, Aivan Thomas",1,2.34593505,0,1,0.890919156,0.0,0,0,1,0,0,0,0,1,0.0
8254,2060,"Yoo, Kalani",3,3.448224324,0,1,6.848357301,0.0,1,0,2,1,0,1,0,0,0.0
8258,2061,"Ross, Kristof",4,3.41871259,1,0,0.0,1.0,1,0,3,0,0,1,0,0,0.0
8262,2062,"el-Rahim, Kaarim",2,2.654285048,1,0,0.0,0.0,0,0,1,0,1,0,0,0,0.0
8266,2063,"Lor, David",1,1.87110536,1,1,15.69324963,0.0,1,0,1,0,1,0,0,0,0.0
